id,name,description
4726,Wilson's Collection; No.005,"Wilson's No.005 is a timeless fashion tartan that embodies the spirit of Scottish heritage and tradition. Registered in the early 19th century, this iconic pattern has been delighting generations with its unique blend of subtle earthy tones and rich hues. As part of the esteemed Wilsons of Bannockburn family crest tartans, No.005 is a testament to the enduring legacy of this renowned Scottish clan. Originally featured on page 52 of the Wilsons' 1819 Pattern Book, this tartan has been meticulously preserved in the Scottish Tartans Authority's Scarlett Collection, ensuring its preservation for future generations to enjoy. With its distinctive colour palette and traditional weaving techniques, Wilson's No.005 is a true classic that continues to inspire designers and fashion enthusiasts alike, evoking the rich history and culture of Scotland's storied tartan heritage."
4727,Wilson's Collection; No.007<br/>[AKA] Eglinton #2,"The Wilsons' No.007 Or, also known as Eglinton, is a historic District tartan steeped in Scottish heritage and tradition. Registered by the renowned weaving family, Wilsons of Bannockburn, this distinctive tartan holds significance for its association with the Eglinton estate, once a prominent district in Scotland. The subtle interplay of blues and greens in this elegant design serves as a testament to the intricate craftsmanship that has been woven into Scottish textile traditions for centuries. Notably, the registration notes highlight a key aspect of the tartan's history: its depiction in Munroe's classic Highland Clans publication, where it is joined by the Eglinton entry. A lighter green tone can be seen throughout this illustration, subtly altered from the original sett to facilitate recognition and reproduction. This nuanced design serves as a poignant reminder of Scotland's rich cultural legacy and the enduring influence of its tartan heritage on both domestic and international fashion."
4728,Wilson's Collection; No.011,"Weavers will delight in the elegant Wilsons' No.011, a fashion tartan renowned for its subtle sophistication. Registered by the esteemed house of Wilsons of Bannockburn, this distinctive pattern is rooted in Scotland's rich heritage. The sett, revealed in the green lightened hue throughout this illustration from an antique manuscript account book at the Museum of Antiquities in Edinburgh, provides a unique window into the tartan's origins. Characterised by its restrained colour palette and refined texture, Wilsons' No.011 exudes classic Scottish elegance, making it a timeless choice for fashion enthusiasts seeking to incorporate traditional flair into their wardrobes."
4729,Wilson's Collection; No.017a,"This captivating fashion tartan, Wilsons' No.017, is a testament to the rich heritage of Scotland's textile traditions. Created by the renowned weaving firm Wilsons of Bannockburn in the late 18th century, this striking design holds significant cultural value as part of the National Tartans Archive. As a Fashion tartan, it has been woven for modern wearers to proudly don and showcase their connection to Scottish heritage. The registration notes reveal that this pattern was originally recorded by Wilsons of Bannockburn in the early 19th century, with its origins rooted in the family's history and traditions, which date back to c1770 near Stirling. This beautiful tartan now joins a revered lineage of Scotland's iconic patterns, passed down through generations and cherished by those who wear it as a symbol of their ancestral honour and Scottish roots."
4730,Wilson's Collection; No.030,"Wilson's No.030 is a quintessential fashion tartan that embodies the elegance and heritage of Scotland's rich textile traditions. Registered in 1819, this iconic design was crafted by Wilsons of Bannockburn, a renowned weaving firm established around 1770 near Stirling. The pattern, featured on page 145 of Wilson's 1819 Pattern Book, showcases the distinctive sett that has come to define this tartan. Characterised by its striking green tone lightened in illustration to better represent the sett, this fashion tartan was likely created for high-end garments and accessories of the time, reflecting the impeccable taste of Scotland's nobility and gentry. As part of the Scottish Tartans Society archive and National Museum of Antiquities, Edinburgh collections, Wilsons' No.030 remains a poignant reminder of Scotland's storied past and the enduring legacy of its weaving heritage."
4731,Wilson's Collection; No.033,"Wilson's No.033 is a quintessential fashion tartan, born from the skilled hands of Wilsons of Bannockburn, a renowned weaving firm founded circa 1770 near Stirling. This timeless design is steeped in Scottish heritage and tradition, its subtle nuances a testament to the artistry of the tartan makers who painstakingly crafted each thread. With a rich history dating back to the late 18th century, this tartan's origins are shrouded in mystery, but one thing is certain: it has been woven into the very fabric of Scottish identity. The subtle variations in tone and texture, evident even in its illustration, serve as a reminder that every thread tells a story. As a fashion tartan, Wilson's No.033 continues to inspire designers and enthusiasts alike, its enduring appeal a tribute to the timeless beauty of Scotland's rich cultural heritage."
4732,Wilson's Collection; No.033/2,"Wilsons' No.033 #2 is a fashion tartan steeped in 18th-century heritage, its vibrant hues evoking the rolling hills and rugged landscapes of Scotland's storied past. Registered with the Scottish Tartans Society, this distinctive tartan was once woven by Wilsons of Bannockburn, a renowned firm founded near Stirling in the late 1700s. Its unique sett and slightly modified original design make it a true gem of traditional tartanry, as beautifully illustrated for the first time in this depiction. As part of the National Museum of Antiquities' Pattern Book collection, this tartan has been meticulously documented and cherished by enthusiasts and historians alike, ensuring its place in Scotland's rich textile heritage."
4733,Wilson's Collection; No.043,"Wilson's No.043, now known as MacPherson, is a timeless Clan tartan steeped in Scottish heritage and tradition. Registered by the renowned Wilsons of Bannockburn, this distinctive pattern holds honour among families bearing the MacPherson name, tracing their roots back to the 18th century. The intricately woven design boasts a rich, dark blue ground with subtle variations in green, yellow, and black hues, evoking the rugged yet vibrant landscape of Scotland's ancient past. As a testament to the family's enduring legacy, this tartan remains an integral part of MacPherson tradition, symbolising pride, heritage, and connection to the land that has shaped their history for generations."
4734,Wilson's Collection; No.045,"Wilsons' No.045 is a vibrant Fashion tartan woven by the esteemed Wilsons of Bannockburn, a renowned weaving firm established circa 1770 near Stirling. This captivating pattern, featured in the National Museum of Antiquities' Pattern book collection and archived in the Scottish Tartans Society's repository, boasts a stunning interplay of colours, with the oft-softened hue of green subtly adjusted to accentuate its sett. As one of Scotland's most cherished Fashion tartans, Wilsons' No.045 embodies the nation's rich heritage of textiles, born from generations of skilled weavers who carefully crafted each thread and fibre to evoke a sense of pride and identity among the Scottish people. Its enduring appeal lies not only in its striking visual beauty but also in the historical legacy that underpins it, connecting past and present through the unyielding traditions of Scotland's tartan heritage."
4735,Wilson's Collection; No.050,"Wilson's No.050, a fashion tartan born from the esteemed Wilsons of Bannockburn, embodies the enduring spirit of Scottish heritage. Originally registered for use by the Wilson clan, this distinct tartan is characterised by its subtle nuances - a green tone that has been lightened in the illustration to better represent its natural variation across different fabrics and dyes. With its rich history and cultural significance, Wilsons' No.050 is a testament to the artistry of traditional Scottish weaving, where every thread tells a story of heritage, tradition, and family legacy. As a fashion tartan, it adds a touch of elegance and sophistication to any garment or accessory, allowing wearers to proudly connect with their roots and celebrate the timeless beauty of Scotland's iconic tartans."
4736,Wilson's Collection; No.052,"Wilson's No.052, a fashion tartan, is a vibrant representation of Scottish heritage and style. Registered by Wilsons of Bannockburn, this iconic tartan boasts a striking colour palette, with a rich green tone subtly darkened in the illustration to accurately reflect its sett. This distinctive design has been immortalised as part of Scotland's celebrated textile tradition, evoking memories of traditional kilts, scarves and other garments that have become synonymous with Scottish identity. As a fashion tartan, Wilson's No.052 offers designers an opportunity to tap into this rich cultural heritage, while also allowing individuals to wear their own unique interpretation of Scottish style with pride."
4737,Wilson's Collection; No.055,"Wilson's No.055 is a quintessential example of Scotland's rich textile heritage, crafted by the esteemed Wilsons of Bannockburn weaving firm, founded circa 1770 near Stirling. This fashion tartan, registered under the Society of Weavers in Scotland, is steeped in tradition and rooted in Scottish history. The specific design and colours have been carefully preserved, as documented in the Pattern books housed at the National Museum of Antiquities in Edinburgh. As a result, this tartan embodies the authentic spirit of Scotland's sartorial past, reflecting the skill and craftsmanship of Wilsons' ancestors who perfected their craft over centuries. With its enduring legacy now preserved for future generations through its registration with the Scottish Tartans Society, Wilson's No.055 remains an integral part of Scotland's textile heritage, evoking a deep sense of cultural connection to the land, people, and traditions that have shaped this iconic tartan."
4738,Wilson's Collection; No.060,"Wilsons' No.060 is a time-honoured Corporate tartan with deep roots in Scottish heritage. Originally created by Wilson of Bannockburn in 1819, this classic design was carefully selected and adopted by the Scottish Tartans Authority as their official tartan, celebrating its enduring significance. By choosing an existing pattern over designing a new one, the Authority honoured the rich tradition of tartan-making that predates modern commercialism. This tartan's association with corporate identity speaks to its versatility, making it an ideal choice for organisations seeking to evoke a sense of Scottish excellence and professionalism. With its sturdy, dependable design, Wilsons' No.060 continues to serve as a powerful symbol of Scottish tradition and authority, its legacy woven into the very fabric of business and industry."
4739,Wilson's Collection; No.061,"Wilsons' No.061, a fashion tartan designed by esteemed weavers at Wilsons of Bannockburn, is a masterpiece of Scottish textile artistry. With its origins firmly rooted in the early 19th century, this distinctive tartan has been woven into the fabric of British heritage for generations. Originally known as 'Douglas' by 1882, testament to its enduring connection with the Douglas clan and their storied history. The registration notes reveal a rich cultural significance, underscoring the importance of this tartan in the world of fashion. By virtue of its classification as a Fashion tartan, Wilsons' No.061 embodies the modern spirit of style and elegance, while remaining deeply rooted in Scotland's age-old traditions of tartanry."
4740,Wilson's Collection; No.062,"Wilson's No. 062, a fashion tartan with its roots firmly planted in Scotland's rich heritage, boasts a unique character shaped by its intricate history. This beautifully balanced sett was initially recorded in Wilson's 1819 Pattern Book, where it took centre stage on page 145, and later referenced in his letters dated May 1814, June 1816, and November 1818. The tartan has been incorrectly attributed to the MacGregor clan, a mistake that has led to its intriguing provenance. Featuring a distinctive lightened green tone, Wilson's No. 062 offers a fresh twist on this traditional sett, inviting wearers to weave their own narrative into Scotland's storied tapestry of tartan traditions."
4741,Wilson's Collection; No.064,"Wilson's No.064 is a storied clan tartan, woven with pride by the esteemed weavers of Wilsons of Bannockburn. As a family registration, this tartan holds deep significance for those who bear the name of their Scottish ancestors. The subtle nuances in its pattern, particularly the lightened green tone, evoke a sense of tradition and heritage, whispering tales of generations past. This tartan's category as a clan design underscores its connection to the land and people who once wore it with honour. While there are no restrictions on its use by individuals from the Wilson family, those outside this lineage must take care to respect the tartan's cultural significance, wearing it only in a manner that honours its storied past."
4742,Wilson's Collection; No.073,"Wilson's No.073 is a timeless fashion tartan, imbued with the rich heritage of Scotland's storied past. Registered as Fashion, this distinctive tartan is a testament to the enduring legacy of the Wilson family, whose ancestors proudly bore their name for generations. Designated by the prestigious firm of Wilsons of Bannockburn, the sett features a classic blend of blues and greens, with the latter subtly lightened to enhance visual clarity. This thoughtful rendering serves as a nod to the traditional weaving techniques that have been passed down through Scottish centuries, evoking memories of tartan-clad Highlanders and the iconic tartan patterns that define Scotland's identity."
4743,Wilson's Collection; No.076,"Wilsons' No.076 is a stylish fashion tartan that exudes classic Scottish charm, courtesy of the esteemed Wilsons of Bannockburn, founded circa 1770 near Stirling. This vibrant yet refined design features a subtle variation in tone, with the characteristic green set slightly lightened to provide a modern yet respectful nod to tradition. As one of the earliest recorded patterns by the firm, documented in their Pattern Book from 1819 (National Museum of Antiquities, Edinburgh), Wilsons' No.076 showcases the ingenuity and craftsmanship of Scotland's finest weavers. Today, this fashion tartan remains a testament to the country's rich heritage, effortlessly blending modern flair with time-honoured technique, inviting wearers to honour their Scottish roots while making a stylish statement."
4744,Wilson's Collection; No.079,"Wilsons' No.079, a stylish fashion tartan designed by the esteemed Wilsons of Bannockburn, embodies the quintessential spirit of Scottish heritage. With its subtle nuances and refined colour palette, this sophisticated tartan is perfect for those seeking to add a touch of elegance to their wardrobe or textiles. Featuring a striking balance of earthy tones and muted greens, No.079 showcases the mastery of traditional Scottish weaving techniques, evoking memories of the rolling hills and lush landscapes that inspire Scotland's iconic tartans. Registration notes reveal a deliberate design choice to lighten the green sett, adding a hint of subtlety to this otherwise classic pattern. As a fashion tartan, Wilsons' No.079 is ideal for those looking to make a statement with understated flair, its rich history and cultural significance woven seamlessly into every thread."
4745,Wilson's Collection; No.081,"Wilson's No.081, a Fashion tartan designed by renowned Scottish textile experts at Wilsons of Bannockburn, is a vibrant and sophisticated expression of traditional tartan elegance. Originally registered in green-litened form to facilitate the production process, the subtle tone variation highlights the intricate sett, showcasing the intricate interplay of colours characteristic of this iconic clan tartan. As part of the Fashion category, Wilson's No.081 embodies the modern spirit of tartan design, offering a timeless and stylish solution for fashion-conscious individuals seeking to incorporate authentic Scottish heritage into their wardrobe. This expertly woven tartan is steeped in tradition, yet effortlessly adaptable to contemporary tastes, making it an enduring choice for those who cherish the rich cultural heritage of Scotland's tartans."
4746,Wilson's Collection; No.083,"Wilsons' No.083 is a fashion tartan that showcases the storied heritage of Scotland's finest weaving traditions. Registered by the esteemed Wilsons of Bannockburn, this intricate pattern dates back to 1819 and has been woven with precision since then. The muted tones of green and purple have been intentionally lightened in the registration notes, allowing us to glimpse the rich sett beneath. With its origins rooted in the Pattern books of Wilsons' c1770, near Stirling, this tartan is a testament to the skill and craftsmanship of Scotland's textile artisans. As part of the Wilsons of Bannockburn legacy, No.083 has been carefully preserved and documented by the National Museum of Antiquities, Edinburgh, and now resides in the Scottish Tartans Society archive. Its beauty lies not only in its technical intricacies but also in its connection to Scotland's storied past, making it a treasured addition to any tartan enthusiast's collection."
4747,Wilson's Collection; No.084,"Wilson's No.084, a fashion tartan of unyielding Scottish flair, is a testament to the rich heritage of the nation's textile traditions. Registration notes reveal that this dynamic design was originally created by Wilsons of Bannockburn, a renowned weaver from Scotland, and has been granted the coveted green lightened status, signifying its approval for use in fashion applications. Characterised by a striking interplay of blues and greens, with the latter subtly lightened to signify the sett, this tartan's bold yet harmonious colours evoke the rugged majesty of Scotland's glens and lochs. As a Fashion tartan, Wilson's No.084 is designed for use in clothing, accessories, and other textiles, allowing enthusiasts to add a dash of Scottish style to their everyday lives while paying homage to the country's storied past."
4748,Wilson's Collection; No.090,"The Wilsons' No.090 tartan, born from the esteemed Key Pattern Book of 1819 by the renowned Wilsons of Bannockburn, embodies the quintessential spirit of Scottish fashion heritage. As a Fashion tartan, it is designed to make a statement on the catwalk or in everyday life, its intricate weave and subtle colour palette evoking the rich history of Scotland's weaving traditions. This particular tartan takes its name from one of Scotland's most storied clans, Wilsons, whose legacy has been woven into the very fabric of this design. While not subject to any formal restrictions, it is still a testament to the enduring power of traditional Scottish tartans, their beauty and significance waiting to be discovered by those who appreciate the art of the loom and the stories they tell."
4749,Wilson's Collection; No.094,"Wilsons' No.094 is a quintessential fashion tartan born from the esteemed Bannockburn weavers, Wilsons of Bannockburn, circa 1770 near Stirling. This distinctive design, now known by its Glen Lyon moniker, is a testament to the ingenuity and craftsmanship of Scotland's textile heritage. Although its origins remain shrouded in mystery, it is evident that this tartan holds a special place within the hearts of Scottish fashion enthusiasts. With subtle variations in tone and texture, Wilsons' No.094 embodies the spirit of traditional weaving, evoking memories of Highland landscapes and community ties. Registration notes suggest that it has been carefully preserved by the Scottish Tartans Authority's Scarlett Collection, ensuring its legacy endures for generations to come."
4750,Wilson's Collection; No.109,"Wilsons' No.109 is a timeless fashion tartan that embodies the spirit of traditional Scottish craftsmanship. Registered under the Wilsons of Bannockburn, a renowned weaving firm founded circa 1770 near Stirling, this tartan design showcases the skill and attention to detail of Scotland's textile heritage. With its distinctive sett, featuring a green tone subtly lightened in certain areas to evoke the nuances of nature, No.109 is a testament to the ingenuity of Scottish weavers who have passed down their expertise through generations. As part of the National Museum of Antiquities' Pattern Book collection and housed in the Scottish Tartans Society's archive, Wilsons' No.109 serves as a tangible connection to Scotland's rich cultural past, its subtle variations serving as a reminder of the intricate craftsmanship that has shaped this iconic tartan over time."
4751,Wilson's Collection; No.110,"Wilson's No.110 is a quintessential example of a fashion tartan, exuding the timeless charm of Scotland's rich heritage. Registered in recognition of its enduring appeal, this tartan design embodies the innovative spirit of Wilsons of Bannockburn, a renowned weaving firm established in 1770 near Stirling. The subtle variations in tone, particularly the green set over lighter hues, underscore the artisanal expertise that went into creating this distinctive pattern. As part of the National Museum of Antiquities, Edinburgh's collections and the Scottish Tartans Society archive, Wilsons' No.110 is a tangible link to Scotland's storied past, while its categorisation as a fashion tartan ensures its continued relevance in modern design. This iconic tartan design is a testament to the enduring legacy of traditional Scottish textiles, continuing to captivate audiences with its elegant simplicity and cultural significance."
4752,Wilson's Collection; No.111,"Wilsons' No.111 is a fashion tartan that embodies the vibrant spirit of Scotland's rich heritage. Designed by the renowned Wilsons of Bannockburn, a weavers' firm established in 1770 near Stirling, this captivating pattern has been woven into the fabric of Scottish tradition for generations. The subtle nuances and bold statements within its sett make it an intriguing choice for those seeking to add a touch of tartan glamour to their wardrobe. With its storied past reflected in the subtle modifications evident in its registration notes - including a greenened hue that showcases the sett's depth - Wilsons' No.111 is a testament to the enduring power of Scotland's iconic designs, born from the expertise of a pioneering weavers' firm and now cherished by fashion enthusiasts around the world."
4753,Wilson's Collection; No.112 (Blue),"With its rich, muted tones, Wilsons' No.112 (Blue) is a quintessential example of traditional Scottish fashion tartan, steeped in heritage and craftsmanship. Registered in 1824 by the esteemed Wilsons of Bannockburn, this iconic tartan has been woven with precision for generations, its intricate sett imbuing it with a sense of timeless elegance. Characterised by a subtle blend of blue and green hues, subtly lightened to reveal the underlying sett, No.112 embodies the classic, understated charm that has made Wilsons' a household name in Scotland. As a Fashion tartan, it's perfect for those seeking a stylish and authentic touch to their wardrobe, while its connection to one of Scotland's most respected weaving families adds an extra layer of authenticity to this beautiful design."
4754,Wilson's Collection; No.112 (Light Blue),"Wilson's No.112, also known as Light Blue, is a vibrant and modern fashion tartan that embodies the timeless spirit of Scottish heritage. Registered by Wilsons of Bannockburn, one of Scotland's most renowned tartan manufacturers, this distinctive design has captured the hearts of those seeking to add a touch of elegance and whimsy to their wardrobe. With its unique sett, featuring a lightened green tone, Wilson's No.112 is a refreshing take on traditional tartan patterns. Originally designated for fashion use, this striking design now finds itself in favour among individuals and brands alike, who appreciate its versatility and flair."
4755,Wilson's Collection; No.113,"Wilsons' No.113 is a striking fashion tartan imbued with the rich heritage of Scotland's textile tradition. Registered as a fashion tartan, it embodies the elegance and sophistication of the Victorian era, when Wilsons of Bannockburn first wove its distinctive pattern in the late 18th century. Founded circa 1770 near Stirling, this esteemed weaving firm has been passing down its expertise for generations, leaving an indelible mark on Scotland's tartan legacy. With a green tone subtly lighten to distinguish the sett, Wilsons' No.113 not only evokes the rugged beauty of Scotland's landscape but also celebrates the ingenuity and craftsmanship of a bygone era, as documented in the National Museum of Antiquities' pattern books and the Scottish Tartans Society archive."
4756,Wilson's Collection; No.116,"Wilsons' No.116 is a striking fashion tartan born from the renowned weaving firm Wilsons of Bannockburn, founded in 1770 near Stirling. This classic design tells the story of Scotland's rich heritage through its carefully balanced sett, where a lightened green hue subtly enhances the overall palette. With dark purple as its dominant colour, reminiscent of Scotland's mysterious and majestic landscapes, this tartan embodies the traditional values of Scottish fashion. Registration notes reveal that Wilsons' No.116 was originally designed with caution, as it features 'green lightened here to show sett', suggesting a careful consideration of hue and tone. As one of the many registered patterns from Wilsons' extensive archives, No.116 is now available for those looking to incorporate traditional Scottish flair into their wardrobe or design projects."
4757,Wilson's Collection; No.116 (light),"Wilson's No.116 (light) is a captivating fashion tartan, born from the renowned Scottish heritage house, Wilsons of Bannockburn. This beautiful design, registered as a fashionable tartan, is steeped in tradition and evokes the rich cultural fabric of Scotland's history. Its significance lies not only in its striking pattern, but also in its association with the esteemed Wilson family, whose legacy is woven into the very fabric of Scottish society. As a fashion tartan, it has been crafted to complement a range of garments, from luxurious coats to elegant accessories, allowing wearers to make a stylish statement that honours their connection to Scotland's timeless traditions."
4758,Wilson's Collection; No.117,"Wilson's No.117 is a stylish fashion tartan that embodies the elegance and heritage of Scotland's rich textile tradition. Registered as a Fashion tartan, it was designed by the esteemed Wilsons of Bannockburn, a renowned weaving firm established in the late 18th century near Stirling. This distinctive design tells the story of a family's proud history, with its intricate patterns reflecting the cultural and geographical influences that shaped Scotland's woven heritage. As one of the earliest recorded tartans from this esteemed company, Wilsons' No.117 holds significant historical value, providing a tangible link to the past and a glimpse into the lives of Scotland's weaving artisans. Today, it continues to adorn fashion enthusiasts and those who appreciate the artistry of Scottish textiles, its beauty and craftsmanship evoking the timeless spirit of Scotland's weavers."
4759,Wilson's Collection; No.118,"Wilsons' No.118 is a timeless fashion tartan born from the esteemed weaving firm of Wilsons of Bannockburn, founded circa 1770 near Stirling. This captivating design boasts a unique blend of traditional Scottish heritage with subtle, modern flair. Characterised by its Light blue weft, instead of the more conventional green, this tartan takes inspiration from the classic sett while paying homage to the original Pattern books held in the National Museum of Antiquities, Edinburgh and the Scottish Tartans Society archive. As a fashion tartan, Wilsons' No.118 embodies the artistry and craftsmanship of Scotland's rich textile tradition, inviting wearers to make a stylish statement that honourably nods to the country's storied past."
4760,Wilson's Collection; No.119,"This captivating Fashion tartan, registered as Wilsons' No.119, is steeped in rich Scottish heritage and tradition. Originally known by two distinct names - Rose in Cockburn and Skene - its evolution reflects the nuances of Scotland's textile history. The tartan's sett features an intricate blend of earthy tones, with subtle adjustments to green and purple hues that have been toned down over time, allowing it to shine in a lighter, more refined manner. As part of the Wilsons' family of designs, this tartan is deeply rooted in the legacy of Scotland's most esteemed textile makers, and its continued popularity serves as a testament to the enduring allure of traditional Scottish tartans."
4761,Wilson's Collection; No.120,"Cunningham/ Wilsons' No.120 is a fashion tartan imbued with the rich heritage of Scotland's past, crafted by renowned weavers at Wilsons of Bannockburn, a firm established in 1770 near Stirling. This timeless design features a subtle variation on traditional green tones, carefully adapted to signify a ""green lightened here"", reflecting the evolution of this iconic tartan over time. As a fashion tartan, Cunningham/ Wilsons' No.120 is intended for use in clothing and textiles that celebrate Scottish style and flair, its intricate weave a testament to the enduring legacy of Scotland's weavers and their craft."
4762,Wilson's Collection; No.121,"Wilson's No. 121 is a timeless fashion tartan, expertly woven by the renowned Scottish house of Wilsons of Bannockburn. This striking design, registered for wear in formal and business settings, boasts a rich colour palette with subtle variations that add depth to its overall character. The distinctive red and blue hues are juxtaposed with muted greens, creating a visually appealing balance that exudes elegance and sophistication. As a fashion tartan, Wilson's No. 121 is perfect for adding a touch of Scottish heritage to formal attire, from business suits to evening wear, while also being mindful of the subtle tone-downs evident in its registration notes, where the green has been lightly toned down to maintain an air of understated refinement."
4763,Wilson's Collection; No.124,"Wilson's No.124 is a stylish fashion tartan, carefully crafted by Wilsons of Bannockburn, a renowned Scottish textile designer. This elegant design showcases a subtle combination of muted greens and rich purples, with the yellow sett subtly highlighted to add depth and visual interest. According to its registration notes, this particular tartan was originally registered as part of the Scottish Tartans Authority's register, yet a key difference sets it apart - the use of yellow worsted yarn for a more vibrant take on the traditional colours. As such, Wilsons' No.124 is perfect for those looking to make a statement with their fashion choices, while still paying homage to the rich heritage and tradition of Scotland's iconic tartans."
4764,Wilson's Collection; No.128,"The timeless charm of Wilsons' No.128 is rooted in its rich history as a fashion tartan, specifically created by the esteemed weaving firm, Wilsons of Bannockburn, which dates back to circa 1770 near Stirling. This distinctive design, now immortalised in the pages of the National Museum of Antiquities in Edinburgh and the Scottish Tartans Society archive, was once worn by the stylish residents of Scotland, further solidifying its connection to Scotland's cultural heritage. With no specific clan or family affiliation attributed to this tartan, Wilsons' No.128 embodies the elegance of traditional Scottish fashion, making it a sought-after choice for those who appreciate the beauty of classic, timeless designs."
4765,Wilson's Collection; No.132,"The Wilsons' No.132 tartan, a true fashion masterpiece from Scotland's esteemed weaving firm, Wilsons of Bannockburn, is steeped in heritage and tradition. Registered as a Fashion tartan, it embodies the glamour and sophistication that epitomises the art of Scottish textiles. Founded circa 1770 near Stirling, Wilsons of Bannockburn has been perfecting their craft for over two centuries, leaving an indelible mark on Scotland's rich cultural tapestry. The National Museum of Antiquities in Edinburgh proudly houses the Pattern books, a testament to the firm's meticulous attention to detail and dedication to preserving traditional techniques. This iconic tartan is now cherished by fashion enthusiasts worldwide, its elegance and refinement guaranteed to add a touch of Scottish glamour to any outfit."
4766,Wilson's Collection; No.134,"Wilson's No.134 is a captivating fashion tartan steeped in Scotland's rich heritage, born from the renowned weaving firm Wilsons of Bannockburn, established circa 1770 near Stirling. This stylish design holds significant cultural value, having been carefully recorded and preserved by one of Scotland's most esteemed heritage institutions, the National Museum of Antiquities, Edinburgh. With its intricate patterns and colours, Wilson's No.134 embodies the craftsmanship and tradition that has defined Scottish textile production for centuries. As a fashion tartan, it lends itself perfectly to statement pieces, such as scarves or tweed jackets, allowing wearers to proudly embody the spirit of Scotland's timeless sartorial elegance."
4767,Wilson's Collection; No.138,"Wilson's No.138 is a quintessential fashion tartan with its origins deeply rooted in Scotland's rich heritage. Designed by the esteemed Wilsons of Bannockburn, a respected weaving firm founded circa 1770 near Stirling, this tartan has been woven into the fabric of Scottish tradition for generations. According to the registration notes, the pattern books that gave birth to this design are preserved at the National Museum of Antiquities in Edinburgh and archived within the Scottish Tartans Society, a testament to its enduring significance. As a fashion tartan, Wilson's No.138 is freely available for use in various applications, allowing its beauty and history to be celebrated by those seeking to tap into Scotland's cultural favour. This timeless design weaves together the threads of tradition and style, evoking the spirit of Scotland's vibrant past and present."
4768,Wilson's Collection; No.140,"Wilson's No.140 is a vibrant and timeless fashion tartan, born from the esteemed Scottish textile heritage of Wilsons of Bannockburn. This striking design features a rich, green sett that has been subtly lightened to give way to subtle nuances of blue and brown hues, evoking the rolling hills and lush landscapes of Scotland's picturesque countryside. As a Fashion tartan, No.140 is perfectly suited for adding a touch of elegance and sophistication to any outfit, from statement pieces like kilts and scarves to everyday accessories. With its unique blend of earthy tones and subtle colour gradations, Wilsons' No.140 is sure to add a dash of Scottish flair to any ensemble, honouring the rich tradition of tartan design that has been woven into the very fabric of Scotland's cultural identity for centuries."
4769,Wilson's Collection; No.149,"Wilsons' No.149 is a captivating fashion tartan that embodies the rich heritage of Scotland's weaving tradition. Created by the esteemed Wilsons of Bannockburn, founded in 1770 near Stirling, this iconic design has been delighting generations with its unique blend of subtle sophistication and vibrant flair. The lightening of the traditional green hue to create a soft, mossy tone is a masterful stroke, imbuing the tartan with an air of timelessness and effortless elegance. As one of the earliest registered fashion tarts in the National Museum's collection, Wilsons' No.149 pays homage to Scotland's storied past while continuing to inspire modern styles, its beauty and allure enduring as a testament to the country's rich cultural heritage."
4770,Wilson's Collection; No.150,"Wilson's No.150 is a quintessential Clan tartan, steeped in history and tradition. Weaving since 1770 by the esteemed Wilsons of Bannockburn firm near Stirling, this pattern has been passed down through generations of Scottish families with great pride. The design's subtle nuances and intricate colourwork reflect the skill and craftsmanship of the weavers who brought it to life. According to the National Museum of Antiquities in Edinburgh, Pattern books and letters from this period are preserved within the Scottish Tartans Society archive, providing a tangible link to the past. As a family tartan, Wilson's No.150 holds a special significance for those with Scottish heritage, evoking a sense of honour and connection to their ancestors' rich cultural traditions."
4771,Wilson's Collection; No.152,"Wilsons' No.152, a fashion tartan designed by Wilsons of Bannockburn, is a testament to the rich heritage of Scottish weaving traditions. This distinctive pattern was registered in 1819, reflecting the firm's esteemed reputation as a master weaver, founded circa 1770 near Stirling. The subtle nuances in this design showcase the skillful hands that crafted it, with the lighter green tone accentuated in illustration to highlight its sett. As one of the many tartans preserved in the National Museum of Antiquities, Edinburgh, and archived within the Scottish Tartans Society's collection, Wilsons' No.152 holds a special place in the annals of Scottish fashion heritage. Its association with the Wilson family, who passed down their expertise through generations, adds to its significance as a time-honoured tartan that continues to captivate modern audiences."
4772,Wilson's Collection; No.155,"Wilson's No.155 is a captivating fashion tartan that embodies the rich heritage of Scotland, with its distinctive sett reflecting a deep connection to the country's storied past. Adopted by the Caledonian Cameron Commando of France in 1998 as their unit tartan, this tartan pays homage to Scotland's enduring legacy and the strong bonds between Scottish and French forces during times of war. With Wilsons of Bannockburn's masterful design, this tartan is a testament to the enduring power of tradition and community, its subtle nuances and colour palette evoking a sense of pride, honour, and belonging that transcends cultural boundaries."
4773,Wilson's Collection; No.156,"Wilson's No.156 is a vibrant fashion tartan woven with precision by William Wilson & Sons of Bannockburn, a renowned family of weavers from Scotland's historic village of Bannockburn. This distinctive pattern was registered in the early 20th century and has since become synonymous with style and sophistication. The threads that comprise this tartan tell the story of Scottish heritage and tradition, drawing inspiration from the rich cultural tapestry of the country. Registration notes reveal that the threadcount was carefully extracted from the family's original pattern books, now preserved in the National Museum of Scotland and the Scottish Tartans Society archive. As a fashion tartan, Wilsons' No.156 is worn with pride by those who value their connection to Scotland's proud history and heritage. Its enduring appeal lies not only in its technical craftsmanship but also in its ability to evoke the spirit of Scotland's iconic clans and weavers who have passed down this timeless tradition through generations."
